fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium,cluster
4.1809E+18,Paid Search,0,13,1,Chrome,desktop,0,Windows,47,37,0,cpc,3
4.18128E+18,Referral,0,17,13,Chrome,desktop,0,Windows,2,2,0.461538462,referral,6
4.1825E+18,Referral,0.25,17,8,Chrome,desktop,0,Macintosh,6.5,6.5,0,referral,5
4.18435E+18,Organic Search,0,17,2,Chrome,desktop,0,Macintosh,13.5,10.5,0,organic,8
4.18466E+18,Direct,0,9,1,Safari,desktop,0,Macintosh,18,14,0,(none),1
4.18502E+18,Direct,0,16,2,Chrome,desktop,0,Macintosh,7,6.5,0,(none),5
4.18602E+18,Referral,0.5,20,2,Chrome,desktop,0,Chrome OS,42,32,0.5,referral,2
4.18643E+18,Organic Search,0.363636364,8,11,Chrome,desktop,0,Macintosh,9,7,0,organic,5
4.18665E+18,Referral,0,17,4,Chrome,desktop,0,Macintosh,76.5,29,0.25,referral,2
4.18828E+18,Organic Search,0,18,1,Chrome,desktop,0,Chrome OS,70,58,0,organic,3
4.19138E+18,Organic Search,0,16.5,4,Chrome,desktop,0,Macintosh,25,21.5,0,organic,8
4.19149E+18,Referral,0,18,3,Chrome,desktop,0,Linux,6,5,0.333333333,referral,6
4.19155E+18,Referral,0.4,17,5,Chrome,desktop,0,Windows,12,8,0,referral,5
4.19336E+18,Organic Search,0,21,3,Chrome,desktop,0,Windows,12,10,0,organic,8
4.19436E+18,Organic Search,0,21,1,Safari,desktop,0,Macintosh,18,16,0,organic,8
4.19642E+18,Referral,0.166666667,8.5,6,Chrome,desktop,0,Macintosh,11,10,0.166666667,referral,2
4.19745E+18,Organic Search,0,20,1,Safari,mobile,1,iOS,23,18,0,organic,4
4.1986E+18,Organic Search,1,16,3,Chrome,desktop,0,Chrome OS,37,23,0.333333333,organic,2
4.19995E+18,Organic Search,0,4,1,Chrome,desktop,0,Windows,17,15,0,organic,1
4.20227E+18,Paid Search,0,21,3,Chrome,mobile,1,Android,13,10,0,cpc,4
4.20505E+18,Organic Search,0.5,16.5,2,Chrome,desktop,0,Macintosh,21.5,18.5,0,organic,7
4.20716E+18,Organic Search,0,5,1,Firefox,desktop,0,Macintosh,67,53,0,organic,1
4.20999E+18,Referral,0,6.5,2,Chrome,desktop,0,Macintosh,15,13,0,referral,1
4.21082E+18,Organic Search,0.5,20.5,6,Chrome,mobile,1,Android,2,1.5,0.333333333,organic,0
4.21174E+18,Referral,0,0,1,Chrome,desktop,0,Linux,34,25,0,referral,1
4.21302E+18,Direct,0,17,5,Chrome,desktop,0,Chrome OS,8,7,0,(none),5
4.21322E+18,Organic Search,0,18,1,Chrome,desktop,0,Windows,119,90,0,organic,3
4.21426E+18,Organic Search,0,0,5,Internet Explorer,desktop,0,Windows,9,8,0.2,organic,2
4.21453E+18,Direct,0,11,2,Safari,mobile,1,iOS,7,6.5,0.5,(none),0
4.2148E+18,Referral,0,18.5,8,Chrome,desktop,0,Macintosh,5,4,0.125,referral,6
4.21685E+18,Referral,0,21,3,Chrome,desktop,0,Macintosh,5,5,0.333333333,referral,6
4.2179E+18,Organic Search,0,22,1,Chrome,desktop,0,Windows,170,113,0,organic,3
4.21837E+18,Referral,0,17.5,2,Chrome,desktop,0,Macintosh,16,13.5,0,referral,8
4.21862E+18,Referral,0,15,2,Chrome,desktop,0,Macintosh,12.5,10.5,0,referral,8
4.2193E+18,Direct,0.166666667,17.5,6,Safari,mobile,1,iOS,2.5,2.5,0.333333333,(none),0
4.22174E+18,Organic Search,0,20,2,Chrome,desktop,0,Windows,24,20,0,organic,8
4.22245E+18,Referral,0,19.5,2,Chrome,desktop,0,Macintosh,38,28,0,referral,3
4.22302E+18,Direct,0,18.5,4,Chrome,desktop,0,Windows,25.5,20.5,0,(none),8
4.22374E+18,Referral,0,15,4,Chrome,desktop,0,Macintosh,4.5,4,0.25,referral,6
4.2247E+18,Organic Search,0.136363636,18,22,Edge,desktop,0,Windows,9,8,0.181818182,organic,6
4.22497E+18,Organic Search,0,3,1,Chrome,desktop,0,Macintosh,30,26,0,organic,1
4.22807E+18,Organic Search,0,14,2,Chrome,desktop,0,Macintosh,21.5,19,0,organic,8
4.2293E+18,Organic Search,0,16,4,Chrome,desktop,0,Macintosh,33,25,0.25,organic,2
4.22969E+18,Referral,0,18.5,2,Chrome,desktop,0,Windows,43.5,32,0,referral,3
4.2301E+18,Direct,0.5,6,2,Chrome,desktop,0,Macintosh,12.5,10,0,(none),7
4.23096E+18,Organic Search,0,19,3,Chrome,desktop,0,Macintosh,2,2,0.333333333,organic,6
4.2322E+18,Referral,0,23,1,Chrome,desktop,0,Linux,20,16,0,referral,8
4.23388E+18,Paid Search,0,0,1,Chrome,desktop,0,Macintosh,16,14,0,cpc,1
4.23701E+18,Organic Search,0,14,1,Internet Explorer,desktop,0,Windows,18,16,0,organic,8
4.2377E+18,Paid Search,0.166666667,22.5,6,Chrome,desktop,0,Windows,12,10,0,cpc,5
4.23774E+18,Direct,1,16,2,Chrome,desktop,0,Macintosh,29,24.5,0,(none),7
4.23917E+18,Organic Search,0.25,8,4,Safari,mobile,1,iOS,20,12.5,0,organic,4
4.23959E+18,Direct,0.333333333,17.5,6,Safari,mobile,1,iOS,4.5,4.5,0,(none),0
4.23971E+18,Organic Search,0,18.5,2,Safari,mobile,1,iOS,17.5,14,0.5,organic,0
4.24086E+18,Organic Search,0,14,3,Chrome,mobile,1,Android,34,25,0,organic,4
4.24159E+18,Organic Search,0.2,11,5,Chrome,mobile,1,Android,8,8,0.2,organic,0
4.24177E+18,Referral,0.25,18.5,4,Chrome,desktop,0,Macintosh,30,21.5,0,referral,7
4.24217E+18,Organic Search,0,18,3,Chrome,desktop,0,Macintosh,10,10,0,organic,5
4.24269E+18,Referral,0,17,3,Chrome,desktop,0,Chrome OS,4,3,0.333333333,referral,6
4.24295E+18,Referral,0,20.5,2,Chrome,desktop,0,Linux,25.5,17,0,referral,8
4.24339E+18,Referral,0,16,1,Chrome,desktop,0,Macintosh,46,35,0,referral,3
4.24417E+18,Direct,0,20,3,Chrome,desktop,0,Windows,5,5,0.333333333,(none),6
4.24448E+18,Referral,0,16,3,Chrome,desktop,0,Macintosh,3,3,0,referral,5
4.24559E+18,Organic Search,0,14,1,Chrome,desktop,0,Windows,34,24,0,organic,1
4.24624E+18,Organic Search,0,3,5,Chrome,desktop,0,Macintosh,4,3,0,organic,5
4.2466E+18,Paid Search,0,17,3,Chrome,desktop,0,Macintosh,24,22,0,cpc,8
4.24813E+18,Referral,0.5,21,2,Chrome,desktop,0,Chrome OS,47,33,0,referral,7
4.24837E+18,Organic Search,0,15,1,Chrome,desktop,0,Windows,38,30,0,organic,3
4.24853E+18,Referral,0.75,10,4,Chrome,desktop,0,Chrome OS,16.5,12,0,referral,7
4.25005E+18,Social,0,15.5,2,Chrome,desktop,0,Windows,14,13,0,referral,8
4.25137E+18,Referral,0,20,3,Chrome,desktop,0,Macintosh,21,12,0,referral,8
4.25645E+18,Referral,0.5,7.5,2,Chrome,desktop,0,Macintosh,26.5,21.5,0,referral,7
4.25731E+18,Referral,0,15.5,2,Chrome,desktop,0,Windows,20,15,0,referral,8
4.25742E+18,Referral,0,5,2,Chrome,desktop,0,Macintosh,14.5,11,0,referral,1
4.2584E+18,Direct,0,22,2,Chrome,desktop,0,Macintosh,8,7.5,0,(none),8
4.25979E+18,Direct,0,19,1,Chrome,desktop,0,Windows,25,20,0,(none),8
4.26013E+18,Referral,0,14,5,Chrome,desktop,0,Macintosh,5,4,0,referral,5
4.26097E+18,Referral,0.05,17,20,Chrome,desktop,0,Macintosh,6,5,0.1,referral,6
4.26251E+18,Referral,0,21,2,Chrome,desktop,0,Macintosh,16.5,14,0,referral,8
4.2631E+18,Direct,0.5,12.5,2,Chrome,desktop,0,Chrome OS,19.5,16,0,(none),7
4.26545E+18,Paid Search,0.571428571,15,7,Chrome,mobile,1,Android,1,1,0.571428571,cpc,0
4.26682E+18,Referral,0.222222222,22,9,Chrome,desktop,0,Macintosh,7,7,0,referral,5
4.26721E+18,Direct,0,17,2,Chrome,tablet,1,Android,17,15,0,(none),4
4.26767E+18,Referral,0,19,2,Chrome,desktop,0,Macintosh,23,16,0,referral,8
4.26928E+18,Organic Search,0,18,1,Chrome,desktop,0,Windows,16,14,0,organic,8
4.26994E+18,Direct,0,12.5,2,Chrome,desktop,0,Macintosh,50,34.5,0,(none),3
4.27123E+18,Referral,0,9,2,Chrome,desktop,0,Macintosh,16.5,14.5,0,referral,1
4.27179E+18,Referral,0,17,9,Chrome,desktop,0,Chrome OS,16,14,0.111111111,referral,2
4.27209E+18,Referral,0.333333333,22,3,Chrome,desktop,0,Macintosh,12,10,0,referral,5
4.2728E+18,Direct,0,3,1,Chrome,desktop,0,Windows,8,8,0,(none),1
4.27348E+18,Organic Search,0,17,1,Chrome,desktop,0,Windows,67,52,0,organic,3
4.27451E+18,Direct,0,6.5,1,Chrome,desktop,0,Macintosh,10,9.5,0,(none),1
4.27837E+18,Direct,0.105263158,18,19,Chrome,desktop,0,Windows,9,9,0,(none),5
4.27972E+18,Referral,0,19,9,Chrome,desktop,0,Macintosh,21,16,0,referral,5
4.28428E+18,Organic Search,0,15.5,2,Safari,desktop,0,Macintosh,10.5,9.5,0,organic,8
4.2844E+18,Paid Search,1,18,1,Internet Explorer,desktop,0,Windows,29,21,0,cpc,7
4.28475E+18,Referral,0,18,9,Chrome,mobile,1,Android,3,3,0.333333333,referral,0
4.28552E+18,Organic Search,0,16,2,Chrome,desktop,0,Macintosh,12,11,0,organic,8
4.28668E+18,Direct,0,19,6,Chrome,desktop,0,Windows,2,2,0.333333333,(none),6
4.28807E+18,Referral,0,20,1,Chrome,desktop,0,Macintosh,24,20,0,referral,8
4.28898E+18,Referral,0,18,6,Chrome,desktop,0,Macintosh,8,6,0.166666667,referral,6
4.28944E+18,Organic Search,0,21,1,Chrome,desktop,0,Windows,49,35,0,organic,3
4.2907E+18,Referral,0.166666667,10.5,6,Chrome,desktop,0,Macintosh,13,12,0,referral,5
4.29083E+18,Direct,0,18,3,Firefox,desktop,0,Macintosh,1,1,0.666666667,(none),6
4.29136E+18,Organic Search,0,1,1,Chrome,desktop,0,Macintosh,33,26,0,organic,1
4.29181E+18,Organic Search,1,21.5,2,Chrome,desktop,0,Macintosh,61.5,44.5,0,organic,7
4.29381E+18,Referral,0.333333333,3.5,6,Chrome,desktop,0,Macintosh,10,8.5,0,referral,5
4.29384E+18,Referral,0,22,1,Chrome,desktop,0,Macintosh,67,52,0,referral,3
4.29417E+18,Direct,0,17,1,Chrome,desktop,0,Macintosh,15,14,0,(none),8
4.29611E+18,Direct,0,15,2,Chrome,desktop,0,Macintosh,7,6.5,0.5,(none),2
4.29715E+18,Organic Search,0,16,13,Chrome,desktop,0,Windows,4,4,0.230769231,organic,6
4.29756E+18,Organic Search,0,14.5,2,Chrome,desktop,0,Macintosh,13,11,0,organic,8
4.29817E+18,Referral,0,18,5,Chrome,desktop,0,Macintosh,4,4,0,referral,5
4.29861E+18,Referral,0,18.5,10,Chrome,desktop,0,Macintosh,10,9,0.1,referral,2
4.29903E+18,Referral,0,18,3,Chrome,desktop,0,Macintosh,8,8,0,referral,5
4.29938E+18,Referral,0.5,15,4,Chrome,desktop,0,Macintosh,6,4.5,0.25,referral,6
4.3016E+18,Organic Search,0,17,1,Chrome,desktop,0,Linux,43,34,0,organic,3
4.302E+18,Paid Search,1,8,1,Chrome,desktop,0,Linux,143,104,0,cpc,7
4.30304E+18,Referral,0,17.5,4,Chrome,desktop,0,Chrome OS,11.5,8,0.25,referral,2
4.30446E+18,Referral,0,18.5,2,Chrome,desktop,0,Windows,12,10.5,0,referral,8
4.30527E+18,Referral,0,18,6,Chrome,desktop,0,Macintosh,5,5,0.166666667,referral,6
4.30539E+18,Referral,0,15,3,Chrome,desktop,0,Macintosh,9,9,0.333333333,referral,2
4.30741E+18,Direct,0,21,3,Chrome,desktop,0,Macintosh,17,14,0,(none),8
4.30901E+18,Referral,0,16,5,Chrome,desktop,0,Chrome OS,7,5,0,referral,5
4.31027E+18,Referral,0,21,1,Chrome,desktop,0,Windows,35,25,0,referral,3
4.31046E+18,Organic Search,1,21,1,Safari,desktop,0,Macintosh,38,26,0,organic,7
4.31479E+18,Direct,0,10,3,Chrome,desktop,0,Macintosh,13,12,0,(none),5
4.31486E+18,Referral,0,19.5,2,Chrome,desktop,0,Macintosh,58,43,0,referral,3
4.31487E+18,Organic Search,0,15,1,Chrome,desktop,0,Windows,21,19,0,organic,8
4.31886E+18,Referral,0,18.5,2,Chrome,desktop,0,Macintosh,12,10,0,referral,8
4.3197E+18,Referral,0,17,2,Chrome,desktop,0,Macintosh,23.5,18,0,referral,8
4.32276E+18,Referral,0,18.5,4,Chrome,desktop,0,Chrome OS,16,15,0,referral,8
4.32404E+18,Organic Search,0,2,1,Chrome,desktop,0,Macintosh,24,22,0,organic,1
4.32448E+18,Referral,0,1,12,Chrome,desktop,0,Linux,17.5,13.5,0.083333333,referral,2
4.32542E+18,Direct,1,7,1,Chrome,desktop,0,Windows,14,14,0,(none),7
4.326E+18,Direct,0.5,18,2,Chrome,desktop,0,Macintosh,17.5,15.5,0,(none),7
4.3275E+18,Organic Search,0,16,1,Chrome,desktop,0,Windows,23,23,0,organic,8
4.32933E+18,Direct,0,17,1,Chrome,desktop,0,Macintosh,68,57,0,(none),3
4.32968E+18,Paid Search,0.4,22,5,Safari,desktop,0,Macintosh,4,4,0.2,cpc,6
4.32983E+18,Direct,0,15,7,Chrome,desktop,0,Chrome OS,11,5,0.142857143,(none),6
4.33264E+18,Referral,0,18,4,Chrome,desktop,0,Linux,8,5.5,0.25,referral,6
4.33267E+18,Organic Search,0,13,5,Internet Explorer,desktop,0,Windows,6,5,0,organic,5
4.33278E+18,Organic Search,0.5,6.5,5,Safari,desktop,0,Macintosh,17.5,15.5,0,organic,7
4.33401E+18,Organic Search,0,17,2,Firefox,desktop,0,Windows,27,25,0,organic,8
4.33906E+18,Organic Search,0,22,1,Firefox,desktop,0,Windows,38,32,0,organic,3
4.33946E+18,Direct,0,16,1,Chrome,desktop,0,Macintosh,10,9,0,(none),8
4.3397E+18,Direct,1,17,1,Chrome,desktop,0,Macintosh,44,18,0,(none),7
4.33983E+18,Referral,0.5,2,2,Chrome,desktop,0,Macintosh,28.5,21.5,0,referral,7
4.3427E+18,Paid Search,0.5,1.5,2,Chrome,desktop,0,Windows,65,46.5,0,cpc,7
4.34334E+18,Direct,0,19,1,Chrome,mobile,1,Android,15,11,0,(none),4
4.34506E+18,Organic Search,0,3,1,Chrome,desktop,0,Macintosh,18,16,0,organic,1
4.34577E+18,Referral,0,23,1,Chrome,desktop,0,Macintosh,20,17,0,referral,8
4.3481E+18,Organic Search,0,17,1,Firefox,desktop,0,Windows,19,16,0,organic,8
4.34812E+18,Referral,0,20,3,Chrome,desktop,0,Macintosh,2,2,0.333333333,referral,6
4.34841E+18,Referral,0,18.5,4,Chrome,desktop,0,Linux,21,19,0,referral,8
4.35031E+18,Referral,0,15,1,Chrome,desktop,0,Linux,14,14,0,referral,8
4.35055E+18,Referral,0,19,1,Chrome,desktop,0,Macintosh,59,41,0,referral,3
4.35276E+18,Direct,0,11,2,Chrome,desktop,0,Macintosh,37,27,0,(none),1
4.35313E+18,Organic Search,0,12,1,Chrome,desktop,0,Windows,30,24,0,organic,1
4.35327E+18,Direct,0,17,2,Chrome,desktop,0,Macintosh,7,6.5,0,(none),5
4.35741E+18,Organic Search,0,2,1,Safari,mobile,1,iOS,12,10,0,organic,4
4.35798E+18,Organic Search,0,22,3,Chrome,desktop,0,Macintosh,12,6,0.333333333,organic,2
4.35845E+18,Organic Search,1,10,2,Chrome,desktop,0,Macintosh,39,27.5,0.5,organic,7
4.35892E+18,Referral,0.25,15,12,Chrome,desktop,0,Macintosh,18,13.5,0.083333333,referral,2
4.35993E+18,Referral,0.285714286,14,28,Chrome,desktop,0,Macintosh,7.5,6,0.071428571,referral,6
4.36273E+18,Referral,0,19,3,Chrome,desktop,0,Macintosh,20,16,0,referral,8
4.36281E+18,Referral,0,20,12,Chrome,desktop,0,Macintosh,10,7.5,0.083333333,referral,6
4.36507E+18,Social,0,21,3,Chrome,desktop,0,Macintosh,12,11,0,referral,8
4.36581E+18,Display,0,18.5,2,Chrome,desktop,0,Linux,14.5,10,0,cpm,8
4.37027E+18,Organic Search,0.4,19,5,Chrome,desktop,0,Windows,8,8,0,organic,5
4.3703E+18,Referral,0.666666667,5.5,6,Chrome,desktop,0,Macintosh,13,10.5,0.166666667,referral,2
4.37132E+18,Referral,0,22,5,Chrome,desktop,0,Macintosh,6,4,0,referral,5
4.37181E+18,Referral,0,21,1,Chrome,desktop,0,Macintosh,19,17,0,referral,8
4.3735E+18,Referral,0,6,1,Chrome,desktop,0,Linux,59,46,0,referral,1
4.37353E+18,Direct,0,19,1,Chrome,desktop,0,Linux,171,119,0,(none),3
4.37463E+18,Referral,0,13,3,Chrome,desktop,0,Macintosh,7,7,0.333333333,referral,2
4.37515E+18,Direct,0,0,2,Chrome,desktop,0,Macintosh,16,14,0.5,(none),2
4.37616E+18,Organic Search,0.333333333,13,3,Chrome,desktop,0,Macintosh,6,6,0,organic,5
4.37637E+18,Organic Search,0,15,3,Chrome,desktop,0,Macintosh,11,7,0.333333333,organic,2
4.37657E+18,Organic Search,0.05,16.5,20,Safari,mobile,1,iOS,6,6,0.15,organic,0
4.37666E+18,Referral,0,15,1,Chrome,desktop,0,Macintosh,14,14,0,referral,8
4.37718E+18,Organic Search,1,22,1,Safari,tablet,1,iOS,76,61,0,organic,4
4.37723E+18,Referral,0,22,3,Chrome,desktop,0,Linux,21,18,0,referral,8
4.37738E+18,Organic Search,0,20,1,Chrome,mobile,1,Android,55,41,0,organic,4
4.38098E+18,Referral,0,20,3,Chrome,desktop,0,Macintosh,3,3,0,referral,5
4.38171E+18,Referral,0,17,5,Chrome,desktop,0,Macintosh,8,8,0,referral,5
4.38192E+18,Organic Search,0,18,2,Chrome,desktop,0,Windows,53.5,38,0,organic,3
4.3823E+18,Organic Search,1,0,1,Chrome,desktop,0,Macintosh,17,17,0,organic,7
4.38253E+18,Organic Search,0,16,5,Chrome,desktop,0,Chrome OS,53,41,0,organic,3
4.38346E+18,Direct,0,13,3,Chrome,desktop,0,Macintosh,12,11,0,(none),5
4.38418E+18,Referral,0,2,1,Chrome,desktop,0,Macintosh,46,37,0,referral,1
4.38629E+18,Direct,0,16,1,Chrome,desktop,0,Macintosh,17,15,0,(none),8
4.38632E+18,Organic Search,0.111111111,14,9,Chrome,desktop,0,Macintosh,1,1,0.666666667,organic,6
4.38715E+18,Referral,0,15,3,Chrome,desktop,0,Macintosh,32,22,0,referral,8
4.38807E+18,Organic Search,0,16.5,2,Chrome,desktop,0,Macintosh,41.5,30,0,organic,3
4.38845E+18,Direct,0.052631579,19,19,Chrome,desktop,0,Macintosh,2,2,0.105263158,(none),6
4.38906E+18,Direct,0,23,1,Firefox,desktop,0,Windows,62,45,0,(none),3
4.3898E+18,Referral,1,12,1,Chrome,desktop,0,Chrome OS,51,37,0,referral,7
4.39094E+18,Referral,0,21,3,Chrome,desktop,0,Macintosh,4,2,0,referral,5
4.39116E+18,Organic Search,0,5.5,2,Chrome,desktop,0,Windows,16.5,14,0,organic,1
4.39141E+18,Direct,0,20,3,Chrome,desktop,0,Macintosh,23,18,0,(none),8
4.39165E+18,Paid Search,0.125,18,8,Chrome,desktop,0,Macintosh,2,2,0.375,cpc,6
4.39192E+18,Referral,0,15.5,2,Chrome,desktop,0,Macintosh,26,18,0,referral,8
4.39466E+18,Organic Search,1,1,3,Chrome,desktop,0,Chrome OS,28,16,0,organic,7
4.39547E+18,Direct,0,0,1,Safari (in-app),mobile,1,iOS,15,14,0,(none),4
4.3959E+18,Referral,0.333333333,2,3,Chrome,mobile,1,Android,5,4,0,referral,0
4.39899E+18,Organic Search,0,20,1,Safari,mobile,1,iOS,18,18,0,organic,4
4.40274E+18,Organic Search,0,18,9,Safari,mobile,1,iOS,5,5,0.111111111,organic,0
4.40286E+18,Organic Search,0,19,1,Chrome,desktop,0,Windows,19,16,0,organic,8
4.40346E+18,Referral,0.153846154,15,13,Chrome,desktop,0,Macintosh,4,4,0.153846154,referral,6
4.40632E+18,Organic Search,0,2,2,Chrome,desktop,0,Chrome OS,50.5,37,0,organic,1
4.40848E+18,Direct,0,9,2,Chrome,desktop,0,Macintosh,20,15.5,0,(none),1
4.40866E+18,Direct,0,21,1,Chrome,desktop,0,Macintosh,12,10,0,(none),8
4.41095E+18,Referral,0,18,1,Chrome,desktop,0,Macintosh,37,17,0,referral,3
4.4129E+18,Referral,0,16,9,Chrome,desktop,0,Macintosh,7,7,0,referral,5
4.41397E+18,Direct,0,16.5,4,Chrome,desktop,0,Linux,6.5,5.5,0.25,(none),6
4.41514E+18,Referral,0,16.5,2,Chrome,desktop,0,Linux,26.5,20,0,referral,8
4.41742E+18,Organic Search,0,20,3,Chrome,desktop,0,Windows,13,11,0,organic,8
4.41775E+18,Referral,0,20,5,Chrome,desktop,0,Macintosh,2,2,0.2,referral,6
4.41799E+18,Direct,0,14,1,Chrome,desktop,0,Macintosh,15,14,0,(none),8
4.41921E+18,Referral,0,19,4,Chrome,desktop,0,Linux,3,3,0.25,referral,6
4.42246E+18,Direct,0.5,19,2,Chrome,desktop,0,Macintosh,26.5,20,0,(none),7
4.42253E+18,Direct,0,18.5,4,Chrome,desktop,0,Linux,7.5,7.5,0,(none),5
4.42381E+18,Organic Search,0,2,5,Chrome,desktop,0,Windows,12,10,0,organic,1
4.42472E+18,Direct,0,22,1,Chrome,desktop,0,Macintosh,13,12,0,(none),8
4.42606E+18,Referral,0.25,6,4,Chrome,desktop,0,Chrome OS,4,3.5,0,referral,5
4.42738E+18,Organic Search,0,3,1,Chrome,desktop,0,Macintosh,19,17,0,organic,1
4.42765E+18,Referral,0,20,2,Chrome,desktop,0,Linux,25.5,20,0,referral,8
4.43045E+18,Referral,0,8,3,Chrome,desktop,0,Macintosh,12,9,0,referral,5
4.4305E+18,Referral,0,18,5,Chrome,desktop,0,Linux,5,5,0,referral,5
4.43131E+18,Referral,0,22,1,Chrome,desktop,0,Macintosh,23,21,0,referral,8
4.43161E+18,Organic Search,1,2,1,Chrome,desktop,0,Windows,172,129,0,organic,7
4.43217E+18,Organic Search,0,16,6,Chrome,desktop,0,Macintosh,22.5,17.5,0.166666667,organic,2
4.43333E+18,Referral,1,17.5,2,Chrome,desktop,0,Chrome OS,34,25.5,0,referral,7
4.43455E+18,Referral,1,0,1,Chrome,desktop,0,Macintosh,18,14,0,referral,7
4.43469E+18,Direct,0,19,2,Chrome,desktop,0,Windows,21,17,0.5,(none),2
4.4357E+18,Organic Search,0,11,2,Safari,mobile,1,iOS,10.5,9.5,0.5,organic,0
4.43575E+18,Organic Search,0,21,1,Chrome,desktop,0,Macintosh,47,37,0,organic,3
4.43877E+18,Referral,0,21,1,Chrome,desktop,0,Linux,34,27,0,referral,3
4.43926E+18,Referral,0,20,3,Chrome,desktop,0,Windows,7,7,0,referral,5
4.44072E+18,Referral,0,21,3,Chrome,desktop,0,Macintosh,8,6,0.333333333,referral,2
4.44173E+18,Referral,0,21.5,2,Chrome,desktop,0,Windows,28,22.5,0,referral,8
4.44384E+18,Direct,1,17,1,Safari,desktop,0,Macintosh,15,11,0,(none),7
4.44396E+18,Referral,0.333333333,15,3,Chrome,desktop,0,Macintosh,11,8,0,referral,5
4.44568E+18,Referral,0,14.5,2,Chrome,desktop,0,Macintosh,62,41,0,referral,3
4.44597E+18,Direct,0,16,1,Chrome,desktop,0,Windows,32,26,0,(none),3
4.44738E+18,Referral,0,20,1,Chrome,desktop,0,Chrome OS,19,16,0,referral,8
4.44891E+18,Organic Search,1,16,1,Chrome,desktop,0,Windows,23,21,0,organic,7
4.44982E+18,Direct,0,20,2,Chrome,desktop,0,Macintosh,9,8,0,(none),8
4.45191E+18,Direct,0,5.5,6,Chrome,desktop,0,Macintosh,7,7,0,(none),5
4.45239E+18,Referral,0.25,13,4,Chrome,desktop,0,Chrome OS,11,9,0,referral,5
4.45425E+18,Organic Search,0.2,19,5,Chrome,desktop,0,Windows,9,7,0,organic,5
4.45608E+18,Organic Search,0.173913043,12,23,Chrome,desktop,0,Macintosh,1,1,0.565217391,organic,6
4.4567E+18,Referral,0,0,1,Chrome,desktop,0,Macintosh,31,26,0,referral,1
4.45833E+18,Referral,0.384615385,7,13,Chrome,desktop,0,Chrome OS,8,6,0.153846154,referral,6
4.46056E+18,Display,0,18,3,Chrome,desktop,0,Macintosh,9,8,0,cpm,5
4.46227E+18,Paid Search,0,21,1,Edge,desktop,0,Windows,31,24,0,cpc,3
4.46238E+18,Organic Search,0,2,1,Chrome,desktop,0,Macintosh,13,13,0,organic,1
4.4624E+18,Referral,1,21,1,Chrome,desktop,0,Macintosh,29,28,0,referral,7
4.46257E+18,Referral,0,11,2,Chrome,desktop,0,Macintosh,30.5,19.5,0,referral,1
4.46334E+18,Referral,0,23,3,Chrome,desktop,0,Windows,4,4,0.333333333,referral,6
4.46496E+18,Organic Search,0,11,2,Chrome,desktop,0,Macintosh,49.5,30.5,0,organic,1
4.46577E+18,Referral,0,15.5,2,Chrome,desktop,0,Chrome OS,51.5,45.5,0,referral,3
4.47142E+18,Referral,0,18,34,Chrome,desktop,0,Macintosh,5,4.5,0.176470588,referral,6
4.47224E+18,Direct,0,20,1,Chrome,desktop,0,Linux,31,27,0,(none),3
4.47318E+18,Referral,0,17,7,Chrome,desktop,0,Chrome OS,3,3,0.285714286,referral,6
4.47413E+18,Direct,0,18,1,Chrome,desktop,0,Macintosh,22,18,0,(none),8
4.47458E+18,Organic Search,0,16,3,Chrome,desktop,0,Windows,13,9,0.333333333,organic,2
4.47509E+18,Referral,0.5,13,2,Chrome,desktop,0,Macintosh,44,31,0,referral,7
4.47848E+18,Organic Search,1,15,1,Chrome,desktop,0,Macintosh,68,49,0,organic,7
4.47849E+18,Organic Search,0,15,7,Chrome,desktop,0,Macintosh,17,11,0.142857143,organic,2
4.47969E+18,Organic Search,0,19.5,4,Chrome,desktop,0,Macintosh,9.5,9,0.25,organic,2
4.48215E+18,Organic Search,0,18,3,Chrome,desktop,0,Windows,18,15,0,organic,8
4.48262E+18,Referral,0,19.5,4,Chrome,desktop,0,Chrome OS,31,23,0.25,referral,2
4.48558E+18,Direct,0,20,1,Chrome,desktop,0,Windows,13,11,0,(none),8
4.48823E+18,Referral,0,18,11,Chrome,desktop,0,Linux,9,9,0,referral,5
4.48848E+18,Organic Search,0.333333333,2,3,Chrome,desktop,0,Macintosh,10,9,0.333333333,organic,2
4.48947E+18,Direct,0,23,1,Chrome,desktop,0,Macintosh,21,20,0,(none),8
4.49062E+18,Display,0,19.5,2,Chrome,desktop,0,Linux,28.5,21.5,0,cpm,8
4.49088E+18,Direct,1,17,3,Chrome,mobile,1,Android,3,3,0.333333333,(none),0
4.49506E+18,Organic Search,0,16,3,Chrome,desktop,0,Windows,8,7,0.333333333,organic,2
4.4951E+18,Referral,0,17,3,Chrome,desktop,0,Chrome OS,4,3,0,referral,5
4.49752E+18,Referral,0,17.5,2,Chrome,desktop,0,Linux,30.5,24.5,0,referral,8
4.49868E+18,Referral,0,7.5,2,Chrome,desktop,0,Macintosh,15,12,0,referral,1
4.49913E+18,Referral,0,15,1,Chrome,desktop,0,Macintosh,17,15,0,referral,8
4.49938E+18,Direct,0,13,2,Chrome,desktop,0,Macintosh,20.5,18.5,0,(none),8
